[2025-01-17T12:06:43.529Z] The trainer for horse IS2019201856 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:06:46.328Z] The trainer for horse IS2019201856 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:06:48.589Z] The trainer for horse IS2018236750 for show Vorsýning Gaddstaðaflötum, dagana 30. maí til 4. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:06:51.442Z] The trainer for horse IS2018236750 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:06:54.326Z] The trainer for horse IS2018236750 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:06:56.631Z] The trainer for horse IS2018236750 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:06:58.953Z] The trainer for horse IS2018236750 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:07:01.816Z] The trainer for horse IS2018238376 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:07:04.200Z] The trainer for horse IS2018238376 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:07:07.247Z] The trainer for horse IS2018238376 for show Vorsýning Hólum í Hjaltadal, dagana 13. til 16. júní. doesn't exist, please verify. Also Rider Agnar Þór Magnússon exists. 
[2025-01-17T12:07:11.264Z] The trainer for horse IS2018287199 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:07:14.222Z] The trainer for horse IS2018287199 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:07:16.623Z] The trainer for horse IS2018287199 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:07:18.925Z] The trainer for horse IS2018201900 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:07:21.246Z] The trainer for horse IS2018201900 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:07:24.278Z] The trainer for horse IS2018225112 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:07:26.569Z] The trainer for horse IS2018225112 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:07:28.922Z] The trainer for horse IS2018225112 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:07:41.393Z] The trainer for horse IS2020165600 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:07:43.694Z] The trainer for horse IS2020165600 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:07:45.974Z] The trainer for horse IS2017286184 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:07:49.397Z] The trainer for horse IS2017286184 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:07:52.242Z] The trainer for horse IS2017286184 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:07:55.118Z] The trainer for horse IS2017286184 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
[2025-01-17T12:07:57.348Z] The trainer for horse IS2017286184 for show Vorsýning Gaddstaðaflötum, dagana 6. til 10. júní. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
[2025-01-17T12:08:00.130Z] The trainer for horse IS2019101356 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Glódís Rún Sigurðardóttir exists. 
[2025-01-17T12:08:02.457Z] The trainer for horse IS2019282370 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:08:04.689Z] The trainer for horse IS2019282370 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:08:07.546Z] The trainer for horse IS2019282370 for show Vorsýning Brávöllum Selfossi, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:08:09.857Z] The trainer for horse IS2019101178 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:08:12.242Z] The trainer for horse IS2019101178 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:08:15.167Z] The trainer for horse IS2019101178 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:08:18.091Z] The trainer for horse IS2019101178 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Konráð Valur Sveinsson exists. 
[2025-01-17T12:08:20.396Z] The trainer for horse IS2018236940 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:08:22.780Z] The trainer for horse IS2018236940 for show Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:08:25.191Z] The trainer for horse IS2018236940 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:08:31.396Z] The trainer for horse IS2018236940 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:08:35.119Z] The trainer for horse IS2019286072 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Hinrik Bragason exists. 
[2025-01-17T12:08:35.943Z] The trainer for horse IS2019286072 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Hinrik Bragason exists. 
[2025-01-17T12:08:39.409Z] The trainer for horse IS2017282274 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Viðar Ingólfsson exists. 
[2025-01-17T12:08:41.919Z] The trainer for horse IS2018201041 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:08:44.269Z] The trainer for horse IS2018201041 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:08:47.232Z] The trainer for horse IS2018201041 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:08:50.085Z] The trainer for horse IS2017187936 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:08:52.451Z] The trainer for horse IS2017187936 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:08:58.151Z] The trainer for horse IS2017187936 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:09:01.691Z] The trainer for horse IS2018258165 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:09:04.164Z] The trainer for horse IS2018258165 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:09:09.688Z] The trainer for horse IS2014258700 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Björn Haukur Einarsson exists. 
[2025-01-17T12:09:15.410Z] The trainer for horse IS2015201671 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:09:17.682Z] The trainer for horse IS2018287572 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:09:19.923Z] The trainer for horse IS2018287572 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:09:22.731Z] The trainer for horse IS2018287572 for show Miðsumarssýning Selfossi, dagana 25. til 29. júlí. doesn't exist, please verify. Also Rider Ásta Björnsdóttir exists. 
[2025-01-17T12:09:25.288Z] The trainer for horse IS2018287572 for show Vorsýning Gaddstaðaflötum, dagana 6. til 10. júní. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:09:27.597Z] The trainer for horse IS2018265105 for show Vorsýning Brávöllum Selfossi, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:09:29.851Z] The trainer for horse IS2018265105 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:09:32.749Z] The trainer for horse IS2018265105 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:09:36.489Z] The trainer for horse IS2018158958 for show Vorsýning Selfossi, dagana 13. til 16. júní. doesn't exist, please verify. Also Rider Olil Amble exists. 
[2025-01-17T12:09:42.615Z] The trainer for horse IS2018158958 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Anna Sigríður Valdimarsdóttir exists. 
[2025-01-17T12:09:47.459Z] The trainer for horse IS2019165338 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Anna Sigríður Valdimarsdóttir exists. 
[2025-01-17T12:09:49.622Z] The trainer for horse IS2019165338 for show Vorsýning Hólum í Hjaltadal, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Agnar Þór Magnússon exists. 
[2025-01-17T12:09:51.779Z] The trainer for horse IS2016184717 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 6. til 10 júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:10:00.593Z] The trainer for horse IS2018287074 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jakob Svavar Sigurðsson exists. 
[2025-01-17T12:10:03.336Z] The trainer for horse IS2019180916 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jón Finnur Hansson exists. 
[2025-01-17T12:10:05.560Z] The trainer for horse IS2018286437 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:10:07.755Z] The trainer for horse IS2018286437 for show Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí. doesn't exist, please verify. Also Rider Viðar Ingólfsson exists. 
[2025-01-17T12:10:10.267Z] The trainer for horse IS2018225113 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:10:12.469Z] The trainer for horse IS2018225113 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:10:14.656Z] The trainer for horse IS2016256460 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:10:16.855Z] The trainer for horse IS2019225109 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:10:19.098Z] The trainer for horse IS2018201472 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:10:21.721Z] The trainer for horse IS2018201472 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:10:23.958Z] The trainer for horse IS2018201472 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Björn Haukur Einarsson exists. 
[2025-01-17T12:10:26.157Z] The trainer for horse IS2018235466 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Eyrún Ýr Pálsdóttir exists. 
[2025-01-17T12:10:28.534Z] The trainer for horse IS2019286184 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:10:31.234Z] The trainer for horse IS2019286184 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:10:33.400Z] The trainer for horse IS2019286184 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:10:35.591Z] The trainer for horse IS2019286184 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
[2025-01-17T12:10:38.360Z] The trainer for horse IS2018125326 for show Vorsýning Spretti í Kópavogi, dagana 7. júní til 9. júní. doesn't exist, please verify. Also Rider Halldór Kristinn Guðjónsson exists. 
[2025-01-17T12:10:40.560Z] The trainer for horse IS2018125326 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Róbert Petersen exists. 
[2025-01-17T12:10:42.719Z] The trainer for horse IS2018125326 for show Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní. doesn't exist, please verify. Also Rider Róbert Petersen exists. 
[2025-01-17T12:10:45.078Z] The trainer for horse IS2018201048 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:10:47.280Z] The trainer for horse IS2018201048 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:10:53.192Z] The trainer for horse IS2018187884 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:10:55.409Z] The trainer for horse IS2018187884 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:11:04.292Z] The trainer for horse IS2016288669 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 7. til 11. júní. doesn't exist, please verify. Also Rider Matthías Sigurðsson exists. 
[2025-01-17T12:11:06.589Z] The trainer for horse IS2016288669 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:11:09.228Z] The trainer for horse IS2018181354 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:11:11.696Z] The trainer for horse IS2018181354 for show Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst. doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:11:13.833Z] The trainer for horse IS2018181354 for show Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst. doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:11:25.819Z] The trainer for horse IS2018282660 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:11:31.489Z] The trainer for horse IS2018286787 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Viðar Ingólfsson exists. 
[2025-01-17T12:11:33.675Z] The trainer for horse IS2018286787 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Viðar Ingólfsson exists. 
[2025-01-17T12:11:35.962Z] The trainer for horse IS2019165650 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Hinrik Bragason exists. 
[2025-01-17T12:11:38.728Z] The trainer for horse IS2015281604 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jóhann Kristinn Ragnarsson exists. 
[2025-01-17T12:11:40.948Z] The trainer for horse IS2015281604 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 7. til 11. júní. doesn't exist, please verify. Also Rider Jóhann Kristinn Ragnarsson exists. 
[2025-01-17T12:11:43.156Z] The trainer for horse IS2019164066 for show Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí. doesn't exist, please verify. Also Rider Jakob Svavar Sigurðsson exists. 
[2025-01-17T12:11:45.349Z] The trainer for horse IS2019164066 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Helga Una Björnsdóttir exists. 
[2025-01-17T12:11:53.621Z] The trainer for horse IS2018280381 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:11:55.843Z] The trainer for horse IS2018280381 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:11:58.076Z] The trainer for horse IS2018280381 for show Landsmót hestamanna 2022, Gaddstaðaflötum við Hellu. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:12:00.778Z] The trainer for horse IS2018280381 for show Vorsýning Selfossi, dagana 13. til 16. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:12:03.555Z] The trainer for horse IS2019284372 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Benjamín Sandur Ingólfsson exists. 
[2025-01-17T12:12:05.933Z] The trainer for horse IS2016288502 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Finnur Jóhannesson exists. 
[2025-01-17T12:12:08.729Z] The trainer for horse IS2016288502 for show Vorsýning Hólum í Hjaltadal, dagana 7. til 9. júní. doesn't exist, please verify. Also Rider Tryggvi Björnsson exists. 
[2025-01-17T12:12:10.903Z] The trainer for horse IS2018187841 for show Vorsýning Brávöllum Selfossi, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Eyrún Ýr Pálsdóttir exists. 
[2025-01-17T12:12:16.069Z] The trainer for horse IS2016282646 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:12:18.247Z] The trainer for horse IS2016282646 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:12:20.437Z] The trainer for horse IS2016282646 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
